title,imdb_score,predicted_score
John Mulaney: Kid Gorgeous at Radio City,7.9,5.958513562187488
The Saint,4.9,5.909757445854614
In Darkness,5.7,5.954215254375653
Sierra Burgess Is a Loser,5.8,6.2295691344786555
Sad Hill Unearthed,7.4,6.910382636765411
Ibiza,5.2,5.780425743588008
Shimmer Lake,6.3,5.358348169873194
Hey Arnold! The Jungle Movie,7.5,6.2942004477913205
Fullmetal Alchemist,5.2,6.042192636410398
Animal World,6.4,5.865662603666487
Wheelman,6.4,5.654545089703029
Cristela Alonzo: Lower Classy,6.4,5.893833084932105
Brain on Fire,6.6,6.374927433428265
Bleach,6.4,6.0229517030010715
You Get Me,4.7,5.789758581126305
"My Teacher, My Obsession",4.4,6.169197665772149
Voyeur,6.1,7.373140652609869
Bathtubs Over Broadway,7.6,6.980669977757543
Psychokinesis,5.9,5.868248319051517
Adam Sandler: 100% Fresh,7.5,5.9785020634032895
Girl,7.1,6.468104498523366
The Polka King,5.9,6.3320348607862815
Blame!,6.6,6.53774134274994
First They Killed My Father,7.2,7.270214582416196
MFKZ,6.7,6.176231487442943
Show Dogs,3.8,5.682906135096581
Girlfriend's Day,5.2,6.18095803995809
The Resurrection of Gavin Stone,6.2,5.599383098742248
One of Us,7.0,7.061682476502231
Taylor Swift: Reputation Stadium Tour,8.3,7.300860690215242
Godzilla: Planet of the Monsters,6.0,6.451419492339913
Like Father,6.1,6.465626436113478
Fireworks,5.6,7.3380629642619954
Godzilla: The Planet Eater,5.0,5.938521978844514
Amar,5.1,6.038576434531878
Birth of the Dragon,5.6,6.243945909255557
Outside In,6.7,6.478587437988357
Lu Over the Wall,6.8,6.39865203941739
Irreplaceable You,6.4,6.038413073719139
Sandy Wexler,5.2,6.353396038874731
Alex Strangelove,6.3,6.080318752138734
Gaga: Five Foot Two,7.0,7.073016197477857
Get Me Roger Stone,7.3,7.366833018019964
River's Edge,6.2,6.506479983035726
Animal Crackers,5.8,6.346280727601862
Mr. Roosevelt,6.2,6.0642597116674315
Clive Davis: The Soundtrack of Our Lives,7.4,7.265385766761471
Ricky Gervais: Humanity,8.0,6.083794829941883
Lady J,6.8,6.0653629091245875
The Christmas Chronicles,7.0,5.942902604229603
The Photographer of Mauthausen,6.7,6.757629247535586
Bill Nye: Science Guy,6.5,7.002535182374147
Quincy,7.6,7.201839005644301
Cuba and the Cameraman,8.2,7.174928792025749
The World Is Yours,6.3,6.080745529347451
Toc Toc,6.8,5.668155574829827
Acts of Vengeance,5.7,5.846689775616457
Carrie Pilby,6.6,6.376620660654076
The Clapper,5.1,6.386920996066186
Fun Mom Dinner,5.3,6.052808709742995
The Land of Steady Habits,6.2,6.3760928649555515
Okko's Inn,7.0,6.786484569852979
Our Souls at Night,6.9,6.096177039143257
BuyBust,5.7,6.104894596621027
Escape from Mr. Lemoncello's Library,5.3,5.666391373315018
I Am Jonas,7.0,5.856490505111594
MILF,4.8,6.033148759243556
Springsteen On Broadway,8.5,7.353619104555811
Solo,5.0,5.776141385471868
Bullet Head,5.4,6.164505891403204
Small Crimes,5.8,6.138315376613637
Unrest,7.6,7.18894484452691
"Take the Ball, Pass the Ball",7.9,7.000174979079311
Reprisal,4.2,5.880391092359366
The Princess Switch,6.0,5.746339818393393
High Society,5.5,6.531219781462329
The Ottoman Lieutenant,6.4,6.4667409916084155
Whose Streets?,5.5,7.067188379750096
The Open House,3.3,5.52755351933307
Trevor Noah: Son of Patricia,7.3,5.940882434162622
Little Evil,5.6,5.695886429563708
Christmas with a Prince,5.2,5.942614374821637
"Norm Macdonald: Hitler's Dog, Gossip & Trickery",7.4,6.787050377527547
Bending the Arc,8.0,7.074972848005437
Day of the Dead: Bloodline,3.4,5.232447043989585
Retablo,7.5,6.335047603208239
John Leguizamo's Latin History for Morons,7.3,6.906736036656934
Orbiter 9,5.9,5.75928568334834
White Fang,6.9,6.607844193042926
Sand Storm,6.8,6.3143307784942575
Generation Iron 3,6.2,6.88726632961519
Jo Koy: Live from Seattle,7.2,5.867819403991396
"Oh, Hello on Broadway",7.7,6.134510281630801
Camarón: The Film,7.5,7.1034596585934295
The Outcasts,5.4,6.154602426548406
Gnome Alone,5.6,6.209658670140079
How to Be Really Bad,6.2,5.352140096475599
The Angel,6.6,6.016527797560337
Father of the Year,5.2,6.100414257950053
The B-Side: Elsa Dorfman's Portrait Photography,6.7,6.9540383096037175
Demetri Martin: The Overthinker,7.2,5.828330903736217
The Death and Life of Marsha P. Johnson,7.2,7.036876839107787
Happy Anniversary,5.7,5.648986591769457
Dry Martina,5.8,6.323665454760593
El Camino Christmas,5.7,6.210799652792663
The Legacy of a Whitetail Deer Hunter,5.5,6.269075279813808
Clinical,5.1,5.526725722776573
Godzilla: City on the Edge of Battle,5.8,6.606414550974049
My Masterpiece,7.1,6.362687917612433
Ronnie Coleman: The King,7.0,6.98323593053278
Hasan Minhaj: Homecoming King,8.2,6.876298295973071
The Climb,6.9,5.736634357324559
Secret Superstar,7.8,6.73373608318676
A Twelve-Year Night,7.5,6.761558370704737
Dear Ex,7.3,6.046800444891506
Manhunt,5.2,5.715328464536344
Flavors of Youth,6.6,6.687983970876726
Burn Out,6.2,5.645130458894909
Modest Heroes,6.6,6.293150100501107
Iliza Shlesinger: Elder Millennial,7.2,5.900283521625009
The Seven Deadly Sins: Prisoners of the Sky,7.1,6.738439784992995
The Battleship Island,7.1,6.734905127844194
Sanju,7.7,6.861725413555404
Point Blank,5.7,5.9048698069088195
"Ron White: If You Quit Listening, I'll Shut Up",6.5,5.872985340111976
Craig Ferguson: Tickle Fight,6.6,5.8914738324910685
Sarkar,7.0,6.579309970892233
Casting JonBenet,6.1,7.230349539144688
They'll Love Me When I'm Dead,7.4,7.067563150434127
Strong Island,6.4,7.126330138316329
Come Sunday,6.0,6.4578083165585545
The Most Hated Woman in America,6.1,6.6554879783706395
Lommbock,6.7,6.026231303591596
Wedding Unplanned,5.7,5.917463941556163
Spyder,6.3,5.98093963059476
The Killer,6.0,5.338589251094567
Lust Stories,6.4,6.29814109408517
The Most Unknown,6.5,6.9298092324021745
The Motive,6.5,6.114010115868863
Mercury 13,6.9,6.976723608281913
Eerie,4.6,5.6814655477092035
Tig Notaro: Happy To Be Here,6.6,5.84267811956642
Benji,6.3,5.959105266729148
The Little Vampire 3D,5.4,5.980298922163111
Time Share,5.9,5.650515865620835
Rip Tide,5.4,5.500927508090099
Holy Camp!,6.2,5.765770796578134
Alaska Is a Drag,6.5,6.2460950333723195
Parmanu: The Story of Pokhran,7.6,6.672688792325458
Zero,5.2,6.146567993746274
Amateur,5.9,5.9262815803648135
Pottersville,5.4,5.978203041241655
A Christmas Prince: The Royal Wedding,5.3,5.940082737400497
The Bleeding Edge,7.6,7.069162340514772
Lowriders,5.6,6.215500569112638
Derren Brown: The Push,7.5,7.86921379941083
The Warning,5.9,5.382786930650209
NY Prison Break: The Seduction of Joyce Mitchell,5.5,6.433287258076544
S.W.A.T.: Under Siege,4.5,5.605535752371023
6 Balloons,5.9,6.244052543234397
Chasing Coral,8.1,7.013976995060165
Next Gen,6.6,6.169435394520477
First Match,6.4,6.367155651331838
Sunday's Illness,6.9,6.457558233434488
I Am Not an Easy Man,6.3,6.06940004872758
Justice,4.0,6.01935466710023
Seth Rogen's Hilarity for Charity,5.0,6.816569053411907
Charming,5.6,6.172037362751775
Christmas Wedding Planner,4.3,5.6406914699659625
Budapest,5.4,6.136641153856879
All I Wish,5.2,6.029979732649746
Angamaly Diaries,7.9,6.062248254706865
ReMastered: Tricky Dick & The Man in Black,7.1,6.771820656399987
Fred Armisen: Standup for Drummers,5.8,5.854282214469942
Thi Mai,6.0,5.750410487277241
Battle,5.9,5.982461176523022
Holy Goalie,5.3,6.010220175517583
Saving Capitalism,6.8,6.905479268955755
Bibi & Tina: Perfect Pandemonium,4.0,5.722807521781666
Mom,7.2,6.524049648400495
Christmas Inheritance,5.7,6.098374343319241
An Imperfect Murder,3.2,6.045314443542038
LEGO Marvel Super Heroes: Guardians of the Galaxy - The Thanos Threat,5.8,5.655694098287535
Killing Hasselhoff,4.4,6.0310697154204735
Shepherds and Butchers,6.8,6.525070301017564
The Skin of the Wolf,5.8,5.547984145109103
The Holiday Calendar,5.7,5.732469104995278
Deidra & Laney Rob a Train,6.0,6.33408049313508
Sahara,5.5,6.131151074934527
Take Your Pills,6.3,7.000938423081873
And Breathe Normally,6.9,6.329698988350364
Naked,5.4,5.794220618989618
The Invisible Guardian,6.4,5.9639443137396295
Jim Jefferies: This Is Me Now,7.3,5.928243349180418
Cities of Last Things,6.2,6.241558438757289
Si saben cómo me pongo ¿Pa' qué me invitan?,4.5,6.022038110835312
It's for Your Own Good,5.5,6.011971525177625
The Laws of Thermodynamics,6.0,6.052219962213092
Handsome: A Netflix Mystery Movie,5.2,6.931180646818845
Hometown Holiday,5.0,5.872770048879841
Jailbreak,5.4,5.822212006663146
"Roxanne, Roxanne",6.2,6.344015683011924
Quién te cantará,6.9,6.253358870327232
Something Huge,4.4,5.8860187857640005
Lucid Dream,6.1,5.724733558996573
Carbone,6.5,5.881142446806136
Bhavesh Joshi Superhero,7.6,6.523510922330049
Nothing to Hide,6.8,6.286352380645282
The Awakening of Motti Wolkenbruch,6.6,6.235407558077014
Bill Burr: Walk Your Way Out,7.2,6.912239747602767
The Legend of Cocaine Island,6.3,6.997880592330327
Birdshot,6.6,6.286504048967297
Steel Rain,7.1,6.183987196461516
Christmas with a View,5.1,5.68415561474349
Greg Davies: You Magnificent Beast,7.1,5.898964554184756
Catfight,5.9,6.094915083054526
Paradise Lost,6.9,7.364974360262682
Ali's Wedding,6.9,6.105419943310518
Toilet: A Love Story,7.2,6.441613948683311
When Angels Sleep,5.5,5.370190268681866
The Stolen,5.3,5.801897873570026
Perú: Tesoro Escondido,6.1,6.805627883162532
Break,5.7,6.22569598115789
Black Is Beltza,5.8,6.889893340612151
Edge of Fear,4.4,5.658384142466649
Ryan Hamilton: Happy Face,7.3,6.757170062264455
Bad Seeds,7.3,6.023057808632139
Shéhérazade,7.0,5.842754377971773
The Mansion,4.6,5.675408396256759
Yucatán,5.5,5.843010681686223
Mike Birbiglia: Thank God for Jokes,7.5,5.8893525757804435
Us and Them,7.3,6.172688446301109
Pad Man,7.9,6.761861975681352
On My Skin,7.3,6.339558021616748
Sun Dogs,6.2,6.337304584050096
Derren Brown: Miracle,6.5,6.901668455998937
Manto,7.3,6.774161072785115
Little Boxes,5.9,6.209602367773654
Raising the Bar,5.5,6.91296924832219
Bomb Scared,5.6,5.9631817968201
Baazaar,6.5,6.474925078458384
Ittefaq,7.2,5.902720995572992
Giant,6.6,6.763721449503467
Chris Rock: Tamborine,6.6,6.822540812367586
Take Me,6.1,5.784880756135106
Ee Nagaraniki Emaindi,7.9,6.477758479804868
Patton Oswalt: Annihilation,7.2,6.812408837267556
LEGO Marvel Super Heroes: Black Panther - Trouble in Wakanda,5.6,5.909986724038435
Rory Scovel Tries Stand-Up for the First Time,6.7,6.822526035704659
Revenger,5.7,5.720519484817164
Coin Heist,4.7,5.47890383478656
Joy,6.6,6.325674499020859
Hakkunde,6.4,6.299873320469534
Jagga Jasoos,6.3,5.79087852150855
Getaway Plan,5.6,5.890404602546341
The Drug King,6.2,6.376107052895152
Jab Harry Met Sejal,5.0,6.686713826625657
Katt Williams: Great America,6.2,5.852360460714673
Derren Brown: Sacrifice,7.1,7.7170506633132785
Struggle: The Life and Lost Art of Szukalski,7.9,7.043696426347605
Sky Ladder: The Art of Cai Guo-Qiang,7.3,6.93655575678749
The Fortress,6.8,6.661233933646441
Qarib Qarib Singlle,7.1,6.219489320871738
Disconnect,5.3,5.63889589389167
Feminists: What Were They Thinking?,6.9,6.968232653423007
Duck Duck Goose,5.7,6.183433528939829
A Christmas Prince,5.7,5.394946313891654
Azali,5.7,6.349446764731901
Aiyaary,5.2,6.30269727080272
SPF-18,3.2,5.993917345341147
Hari Kondabolu: Warn Your Relatives,6.5,5.902283919130891
Seeing Allred,7.2,7.031014237269007
Resurface,7.1,6.822847360155828
The Tribe,5.8,5.682266508627261
The Plagues of Breslau,5.9,5.539428298951944
Sudani from Nigeria,8.2,6.468600248636514
Pope Francis: A Man of His Word,6.4,6.9239885766952245
Candy Jar,5.8,6.148266440104765
Neal Brennan: 3 Mics,7.9,6.825712889856239
"To Each, Her Own",5.4,6.269692400362641
Kuroko's Basketball the Movie: Last Game,7.7,7.059959807312304
Rock my Heart,6.5,5.789444994667515
Mersal,7.5,6.175491098404235
Jerry Before Seinfeld,7.0,6.802902010379012
The Last Shaman,6.6,6.851348130231437
All Good,6.5,6.222511471175334
Bareilly Ki Barfi,7.5,5.955270715538182
Expedition Happiness,5.9,7.007645489818588
Dany Boon: Des Hauts-De-France,6.2,6.119400520091217
Baadshaho,4.9,5.879129004697583
C/o Kancharapalem,8.9,6.700278807744351
Jack Whitehall: At Large,6.8,5.901539281547966
The Rachel Divide,6.3,7.095765387812688
Trevor Noah: Afraid of the Dark,7.2,6.005245467482161
The Tree of Blood,6.3,6.510292846623941
Nothing to Lose,2.3,6.563939516492748
Spivak,5.6,6.045456353691337
"Love, Surreal and Odd",5.6,5.781905369121201
Jefe,5.4,5.918069617144224
Christmas in the Heartland,5.8,5.782518554966753
Sir,7.7,5.9986774396552445
Jim Gaffigan: Cinco,7.1,5.95002351378568
Half Girlfriend,4.5,6.317555456026445
Ex-Shaman,7.1,6.887632944581851
The American Meme,6.7,7.045760892269513
The Art of Loving: Story of Michalina Wislocka,7.1,6.110203940119387
Dovlatov,6.4,6.6347648358191575
El testigo,8.1,6.889312487585234
Weed the People,7.3,7.0708364330227464
Maktub,7.3,6.426904539465304
Love per Square Foot,7.2,6.017869937382834
Perdida,5.6,6.283542943993997
The Girl from the Song,5.6,5.977157181154678
Going for Gold,4.7,6.0570277115360005
Mubarakan,5.6,6.480540165471312
Qismat,8.1,6.315069523306403
Sara's Notebook,5.9,6.242602192720531
Ali Wong: Hard Knock Wife,7.3,5.882180344206205
Tom Segura: Disgraceful,7.5,6.957442551127146
Paskal,6.8,6.450128909945509
The Grown-Ups,7.7,6.949941807834273
Been So Long,5.4,6.037775342638529
Soorma,7.3,6.698195079898907
The Mars Generation,6.5,7.069196442190218
Kalushi : The Story of Solomon Mahlangu,6.5,6.209140540303577
The Maus,4.7,5.847436827220354
Family Blood,4.2,5.638604078377165
Pihu,6.7,5.845414711273536
Superlopez,5.4,5.661692237203851
Judd Apatow: The Return,6.2,5.914804626393584
Armed to the Teeth,7.9,6.893062436841996
Sarah Silverman: A Speck of Dust,6.9,6.864757485238731
Pa Paandi,7.4,5.592986916607824
Nobody Speak: Trials of the Free Press,6.4,6.965787682131131
Aapla Manus,7.0,6.370727098898047
Dismissal,5.0,6.035706037267298
Christmas Catch,5.3,5.63338833027137
F.R.E.D.I.,4.9,5.554157924749534
Love Beats Rhymes,5.3,6.453917250217159
Naam Shabana,6.2,6.243299316047391
Brian Regan: Nunchucks and Flamethrowers,6.3,6.786273005231402
#realityhigh,5.1,6.04509201543408
DeRay Davis: How to Act Black,6.1,5.822518645201685
Def Comedy Jam 25,6.6,6.9237157370252085
The Gift,8.0,6.1687836349323675
Paranormal Investigation,3.7,5.440380003002767
The Suit,5.3,6.06684330676083
Amy Schumer: The Leather Special,3.1,5.850757036968341
Bon Cop Bad Cop 2,6.6,6.022047918267101
A Very Country Christmas,6.0,5.614064801072477
Close Enemies,6.4,6.137012586519545
A Fortunate Man,7.2,6.316214652780115
Pup Star: Better 2Gether,4.3,5.6844937974109815
The 3rd Eye,5.1,6.544250878948055
Barbra: The Music ... The Mem'ries ... The Magic!,7.5,7.1018632934869315
Unbridled,5.0,5.830087377409437
Sabrina,4.1,5.459807025314219
Maz Jobrani: Immigrant,6.7,6.828336331006418
48 Christmas Wishes,3.9,5.609074879651404
How to Get Over a Breakup,6.1,6.118417656416444
Pachamama,6.8,6.359220721370182
Katherine Ryan: In Trouble,7.0,5.873222578033944
Ascharya Fuck It,5.1,5.788210358167695
Dear Son,6.5,6.411117210060594
Sofía Niño de Rivera: Natural Selection,6.9,5.866834873971948
Nappily Ever After,6.4,6.08040828974614
Judwaa 2,3.6,5.864163248479657
Christina P: Mother Inferior,6.4,5.845845248880074
Forgive Us Our Debts,6.2,6.361354601221394
Milada,6.3,6.77139145791689
Right Here Right Now,5.4,6.135368069779136
Mustang Island,6.2,6.279893306912193
Cycle,8.1,7.161099414316823
Paradox,3.9,5.85580138990917
Sparring,6.4,6.027328124209694
The Chase,6.6,6.25020348825795
Invisible,6.0,6.286920796897596
Tiffany Haddish: She Ready! From the Hood to Hollywood!,6.7,6.7901108238223475
Goyo: The Boy General,6.7,6.742384346208209
5 Star Christmas,4.5,5.978588193936876
Ani... Dr. Kashinath Ghanekar,8.4,6.7877253858781375
Suzzanna: Buried Alive,5.5,5.8716386111715755
Stree,7.5,5.926551273491688
A Champion Heart,5.9,5.815888619261845
Burning Sands,6.0,5.952979358459255
Judah Friedlander: America Is the Greatest Country in the United States,7.8,7.0097367351023285
Take the 10,4.7,5.988310826902439
Aurora,4.3,5.549652140881609
The Bros,6.1,6.139759248105456
Jim Norton: Mouthful of Shame,7.0,5.866129619670101
Merku Thodarchi Malai,8.6,6.502973647188696
Clair Obscur,6.5,6.320480461678155
Blanche Gardin: I Talk to Myself,7.9,5.96228412682495
Being Napoleon,5.5,6.893499355708508
The Milk System,7.0,6.941812348620381
The Price of Success,5.7,6.256617747732364
Kuntilanak,4.6,5.388569104302805
Dhh,7.8,6.343959776464625
Malena Pichot: Estupidez compleja,5.7,5.789123101007817
The Girl Allergic to Wi-Fi,6.2,5.7701723679915276
Mauli,5.5,6.293189256203246
Samouni Road,6.7,7.943297859636004
Chief Daddy,4.7,6.318723087024328
CIA: Comrade In America,6.4,5.996685389498633
Bayonet,5.7,6.401931995482991
In the Family,7.7,6.338168817346867
Bert Kreischer: Secret Time,7.3,6.724660163931563
Gad Gone Wild,6.9,5.7586044408404815
Counterpunch,6.7,7.021917403673615
El Potro: lo mejor del amor,5.2,6.519681043738517
Rajma Chawal,5.7,6.278639999720047
Russell Howard: Recalibrate,7.4,5.915453748984335
Deranged,3.2,5.920728072197132
Marlon Wayans: Woke-ish,6.5,6.841554199108818
Monster Island,4.7,6.1401908019429685
Liberated: The New Sexual Revolution,6.0,6.982076224033177
Your Son,6.1,5.858318094677915
Kingdom of Us,6.9,7.36484537859196
Njan Prakashan,7.6,6.5651502279624125
Target,4.0,5.4087566878713265
Maria Bamford: Old Baby,6.1,6.813965749940187
Gad Elmaleh: American Dream,7.2,5.836240339093602
Rodney King,5.8,7.248042889768882
Alter Ego,5.7,6.4673307804134685
Te Ata,7.4,6.571164430486813
The Last Hour,6.3,6.5950107288614435
Loudon Wainwright III: Surviving Twin,7.1,6.987199601393504
"Michael Bolton's Big, Sexy Valentine's Day Special",6.8,5.441975459231597
A Sort of Family,6.3,6.0261450028072385
In Line,6.1,6.463353005669819
All the Reasons to Forget,6.2,5.934955873299353
Laerte-se,7.0,7.02296136270277
Awe!,7.7,5.313050200220415
ReMastered: Who Shot the Sheriff,6.9,7.064367331578781
Good Game: The Beginning,4.4,6.479323162894941
Tattoo of Revenge,4.9,5.959314725766612
Love Jacked,5.8,5.8336841122828575
The Bridge,5.6,6.148401070597689
The Last Runaway,5.9,6.180571668597537
Turkish Dance School,5.6,6.469207113900678
Bigger Than Africa,7.0,6.904598555230606
Lionheart,5.6,6.342608403686361
Russell Brand: Re:Birth,6.5,5.876500030764548
El club de los buenos infieles,5.5,5.946206337458845
Jeff Dunham: Relative Disaster,6.4,5.91955515147956
The Most Assassinated Woman in the World,5.3,6.108864207416207
Semesta,7.3,7.00027032192436
Stars in the Sky: A Hunting Story,7.2,6.8699880604210755
Cook Off,6.0,5.828081923638762
Kevin James: Never Don't Give Up,6.2,5.802658929343351
Heaven Without People,7.6,6.329792533627488
My Birthday Song,5.6,5.800482750015918
Taramani,7.5,6.401569526599302
Love.com,5.8,5.736251965403861
Born Racer,6.1,6.958811933452725
Manu,7.6,6.142741500906045
Exes Baggage,6.4,6.060524371293032
Teefa in Trouble,7.0,6.224186514440816
Up Among the Stars,6.2,6.163922777178497
Food on the Go,6.3,6.7672338070533735
Nigerian Prince,5.7,6.2154146673216575
Isoken,6.4,5.942649648958589
The Lost Brother,6.5,6.179736676093099
Weapon of Choice,4.8,6.884469921301742
Lucas Brothers: On Drugs,5.7,5.776325925545656
A StoryBots Christmas,5.8,6.129272189903225
The Doll 2,5.1,5.599282229664764
Free Rein: The Twelve Neighs of Christmas,6.6,5.805004007357315
Fishtronaut: The Movie,7.5,6.340144713147288
Freej Al Taibeen,5.8,6.193192755480133
For Here or to Go?,6.7,6.402797050958656
Ayotzinapa: The Turtle's Pace,7.4,6.958068151470835
Rodney Carrington: Here Comes the Truth,4.5,6.821082819811222
Coffee for All,5.6,6.764236643347392
No One Will Ever Know,6.2,6.408570077260724
Listen,6.6,6.06854627792314
Can't Help Falling in Love,6.9,6.158155398773766
Marc Maron: Too Real,7.2,5.923695163561223
Mission Kathmandu: The Adventures of Nelly & Simon,5.1,6.800521813910578
Joe Rogan: Strange Times,7.3,5.87790058817129
Lynne Koplitz: Hormonal Beast,6.3,5.791434315199898
Vir Das: Abroad Understanding,6.9,5.888160032072622
The Insomnia Club,6.2,6.35339279031496
Pickpockets,5.4,6.198623447921137
Munafik 2,5.5,5.7214677819625575
W. Kamau Bell: Private School Negro,6.4,5.883474757014728
Poster Boys,5.4,6.389875750581439
The Lost Café,7.0,6.213217450870797
The Hows of Us,6.7,6.162231060102089
Two Catalonias,6.4,7.410192981817132
Marriage Palace,6.2,6.119137200947007
Out of Thin Air,6.3,6.988323078370728
Bygones Be Bygones,6.2,6.223722329469794
Finally Found Someone,5.7,5.889098086144682
Chris D'Elia: Man on Fire,6.5,6.81871936546635
The Reservoir Game,6.0,7.079872278671326
Pacíficum,6.5,6.915323710324641
Aruna & Her Palate,7.2,6.11349485763715
Rafinha Bastos: Ultimatum,6.5,5.863197313376242
Meghnadbodh Rohoshyo,6.3,6.073789400824271
Mahi NRI,6.0,6.552374711705757
Solo el amor,4.8,5.968502217153118
Seeking a Man,6.3,6.024092306355701
El Diesel,4.5,5.681100347229401
Franco Escamilla: Por La Anécdota,6.9,5.873849839468274
Fantastica,3.6,6.1958073707271435
Smaller and Smaller Circles,6.7,6.00692305457324
"El Especial de Alex Fernández, el Especial",6.7,5.7973090594116234
Vir Das: Losing It,7.0,5.972082221569579
Vanjagar Ulagam,6.1,6.394469215849124
Penalty Kick,3.7,6.113527161497036
Pulang,6.7,5.86322612254572
Brad Paisley's Comedy Rodeo,5.7,5.867911054848742
Garbage,3.7,6.199509693036951
Tracy Morgan: Staying Alive,6.3,5.850243547374184
Gurgaon,6.5,5.936147535390232
Todo lo que sería Lucas Lauriente,6.7,5.944522845774417
#FriendButMarried,6.8,6.0501311510819225
Gun City,6.3,6.060948359245639
Todd Barry: Spicy Honey,6.8,5.853971521783485
My Travel Buddy,6.1,6.304828239888911
Mo Amer: The Vagabond,7.3,6.756069180951258
Puppy Star Christmas,3.6,5.651338056433783
Noblemen,5.6,6.44611782654966
Back to Q82,6.1,5.682844582492874
Ladies First,3.9,6.315274164320478
Voulez-vous rire avec moi ce soir?,6.8,6.965183326922092
Recovery Boys,6.7,7.01308746183683
King of Boys,5.8,6.850624995341352
Late Life: The Chien-Ming Wang Story,7.1,6.95942358161277
What Did I Mess,7.1,5.85823038355251
"Edmilson Filho: Notas, Comedy about Relationships",4.9,5.977568436954723
Seven Sundays,7.6,6.5544368011120495
Pandigai,6.3,5.709925096002643
Brij Mohan Amar Rahe!,6.9,6.383226885262312
Pahuna: The Little Visitors,7.5,6.662808996607864
Adhugo,5.9,6.464295176010825
Luciano Mellera: Infantiloide,7.5,6.237395841906644
Coco y Raulito: Carrusel de ternura,6.6,5.9017211751856795
Jindua,6.3,5.793835380641806
A Witches' Ball,5.1,5.656858107007272
HiGH&LOW The Movie 3: Final Mission,7.1,6.246698015095112
Eve's Apple,5.8,6.939054504307908
Ana e Vitória,6.4,5.854046817433222
Frat Star,3.6,6.258291708035527
King of Peking,6.4,6.286539607732169
Secrets in the Hot Spring,6.0,5.663126992358493
Jonaki,6.8,6.310481730470949
Into the Wind,4.1,6.172765869375312
Agustín Aristarán: Soy Rada,6.2,5.8559841121603435
Joshua: Teenager vs. Superpower,7.3,6.913585871868191
Aditi Mittal: Things They Wouldn't Let Me Say,4.3,5.865238959096919
Fary Is the New Black,5.8,5.868325835930794
Hadithi za Kumekucha: Fatuma,7.7,6.249531731157376
DTC –Yukemuri Junjo Hen– from HiGH&LOW,7.0,6.3861203843024
Alejandro Riaño: Especial de stand up,4.9,5.8504758414595255
My Ex & Whys,6.0,6.206129401795283
Night of Knots,5.4,6.109749487988883
Hedefim Sensin,6.2,6.163586120806995
Catching Feelings,5.8,6.132604267841874
Sei,4.2,5.778250907072776
Pup Star: World Tour,3.8,5.707039879568193
A Man for The Weekend,4.5,5.740756625023468
For the Broken Hearted,6.7,6.364448765837171
ReMastered: Who Killed Jam Master Jay?,6.5,6.765747185696105
HiGH&LOW The Movie 2: End of Sky,7.1,6.0259535631625445
Thug Life,5.7,6.598798331203854
Doob,6.1,6.423154629169522
Three Words to Forever,6.8,5.776507759933988
Table Manners,5.1,6.419481053268611
First Love,5.9,6.133247030162644
Super Monsters Save Halloween,5.4,6.160947247373742
Love You to the Stars and Back,7.4,6.0674017786151815
Na stojáka v kině,5.0,6.050657345609058
Music Teacher,6.2,5.986982747025996
Daniel Sosa: Sosafado,5.4,5.970729563099491
B. A. Pass 2,2.2,6.634430373118329
DreamWorks Home: For the Holidays,4.8,6.157870174964839
The Royal Hibiscus Hotel,5.4,5.711177222897669
Pinky Memsaab,6.3,6.262136312227592
Crossroads: One Two Jaga,6.5,6.27564853114444
Project Papa,6.3,6.406226809531102
Alan Saldaña: mi vida de pobre,6.3,5.80035981000805
Mama's Boy,6.1,6.092058479722159
Natalia Valdebenito: El especial,5.0,5.958658478240752
Dilan 1990,7.0,6.144364902254894
Love and Shukla,7.3,6.159346328708076
Mau Nieto: viviendo sobrio… desde el bar,6.7,5.830560206079
Mrs. Miracle Animals: An Squirrel's Princess Bride,4.7,6.1670294295472114
Alexis de Anda: Mea Culpa,4.9,5.820534265883284
My Travel Buddy 2,5.8,5.969985545782043
Ghost Hunting,7.1,6.954268045467373
Lara and the Beat,5.8,6.253824540983706
Carlos Ballarta: furia ñera,7.2,5.864081820492523
Marco Luque - We are together,4.3,5.938701731762811
Felipe Neto: My Life Makes No Sense,4.4,6.9825901918041
Blessed Benefit,6.6,6.166936079123262
Salam - The First ****** Nobel Laureate,7.8,6.732330607154072
Catch.er,4.5,6.275590911229389
Ricardo Quevedo: Hay gente así,6.3,5.837259335980979
Shubh Aarambh,6.7,6.246879883458333
Mr. Chandramouli,5.1,5.921935146422115
Posesif,7.4,6.055961819336147
Until Midnight,6.9,6.110746272177185
"I, Potro",6.2,5.7830964483769005
Fakkah Fuzz: Almost Banned,4.2,5.853142345260183
Arango y Sanint: Ríase el show,4.0,5.861916841479603
Jani Dueñas: Grandes fracasos de ayer y hoy,4.8,5.9518152061684315
Kartini: Princess of Java,7.6,6.453769766754837
Adel Karam: Live from Beirut,5.3,5.912027116240229
Ayana,7.1,7.530745473013982
Nathicharami,7.1,6.5110060665320395
Next Enti?,4.5,6.38761024742355
Hantu Kak Limah,5.6,5.719293172587498
Todd Glass: Act Happy,5.1,5.859929752657265
Fernando Sanjiao: Hombre,6.3,5.872186455976243
Yoo Byung Jae: Too Much Information,5.3,5.872177801008366
Mawlana,6.9,6.338436119582721
Elf Pets: Santa's St. Bernards Save Christmas,5.3,6.114833458761269
Potato Potahto,4.1,6.116337373685853
